protocol,flow_duration,total_packets,total_bytes,bytes_per_sec,mean_pkt_len,std_pkt_len,max_pkt_len,min_pkt_len,uplink_packet_count,uplink_byte_count,uplink_mean_size,uplink_std_size,downlink_packet_count,downlink_byte_count,downlink_mean_size,downlink_std_size,uplink_downlink_ratio,uplink_bytes_ratio,iat_mean,iat_std,iat_max,first_10_pkts_len_mean,first_10_pkts_len_std,pkt_len_entropy,label,source_file
tcp,164.4770369529724,993,686438,4173.45796541962,691.27693856999,683.2525913356358,1466,54,443,30016,67.75620767494357,47.52567728047816,550,656422,1193.4945454545455,525.0360636680742,0.8054545454545454,0.04572668192108126,0.1658034646703351,5.1468471102523345,162.18806099891663,534.7,599.1432299542406,1.38979932092417,common,1690185746_clear_class_10__type_null_url_0_normal.pcap
tcp,1.7825090885162354,56,20892,11720.55735064473,373.07142857142856,534.4662175994869,1466,54,25,2159,86.36,100.04274286523736,31,18733,604.2903225806451,623.0519158997487,0.8064516129032258,0.11525116105268778,0.032409256154840645,0.13383288390804263,0.8962280750274658,534.7,627.605457273915,1.3546769312629379,common,1690185746_clear_class_10__type_null_url_0_normal.pcap
tcp,31.535061836242676,7,446,14.142987964191029,63.714285714285715,4.199125273342591,74,62,1,74,74.0,0.0,6,372,62.0,0.0,0.16666666666666666,0.1989247311827957,5.255843639373779,5.536066538099554,16.127741813659668,63.714285714285715,4.199125273342591,0.5916727785823275,common,1690185746_clear_class_10__type_null_url_0_normal.pcap
tcp,31.541614055633545,7,446,14.14005000547337,63.714285714285715,4.199125273342591,74,62,1,74,74.0,0.0,6,372,62.0,0.0,0.16666666666666666,0.1989247311827957,5.256935675938924,5.535317738112442,16.12809991836548,63.714285714285715,4.199125273342591,0.5916727785823275,common,1690185746_clear_class_10__type_null_url_0_normal.pcap
tcp,31.5396089553833,7,446,14.140948945528223,63.714285714285715,4.199125273342591,74,62,1,74,74.0,0.0,6,372,62.0,0.0,0.16666666666666666,0.1989247311827957,5.256601492563884,5.535717358049976,16.128293991088867,63.714285714285715,4.199125273342591,0.5916727785823275,common,1690185746_clear_class_10__type_null_url_0_normal.pcap
tcp,120.57646203041077,321,288052,2388.957140966286,897.3582554517134,677.8317681555978,1466,54,112,7468,66.67857142857143,63.41307524670993,209,280584,1342.5071770334928,368.2157953674171,0.5358851674641149,0.026615915376500442,0.37680144384503367,6.692704092304125,119.91194701194763,561.4,612.8398159388797,1.247930976139854,common,1690185746_clear_class_10__type_null_url_0_normal.pcap
tcp,0.9620161056518555,23,8238,8563.266198561185,358.17391304347825,472.61029558546835,1466,54,9,1103,122.55555555555556,160.48199006680616,14,7135,509.64285714285717,540.1492660291567,0.6428571428571429,0.15459004905395934,0.043728004802357064,0.10604456762323651,0.4242830276489258,561.4,612.8398159388797,1.705616568529474,common,1690185746_clear_class_10__type_null_url_0_normal.pcap
tcp,0.9815750122070312,23,8238,8392.63418236085,358.17391304347825,472.61029558546835,1466,54,9,1103,122.55555555555556,160.48199006680616,14,7135,509.64285714285717,540.1492660291567,0.6428571428571429,0.15459004905395934,0.044617046009410515,0.10814007755742196,0.43111181259155273,561.4,612.8398159388797,1.705616568529474,common,1690185746_clear_class_10__type_null_url_0_normal.pcap
tcp,0.9546520709991455,23,8238,8629.321875746891,358.17391304347825,472.61029558546835,1466,54,9,1103,122.55555555555556,160.48199006680616,14,7135,509.64285714285717,540.1492660291567,0.6428571428571429,0.15459004905395934,0.043393275954506615,0.10629936693411025,0.4249231815338135,561.4,612.8398159388797,1.705616568529474,common,1690185746_clear_class_10__type_null_url_0_normal.pcap
tcp,1.7124481201171875,21,9055,5287.751432364761,431.1904761904762,476.6160098671445,1466,54,9,1103,122.55555555555556,160.48199006680616,12,7952,662.6666666666666,503.18607117270466,0.75,0.1387072434607646,0.08562240600585938,0.21993976258143505,0.9269940853118896,560.6,613.4960798570762,1.976648091673972,common,1690185746_clear_class_10__type_null_url_0_normal.pcap
tcp,163.5528120994568,37,13400,81.93072211960155,362.1621621621622,507.39688146957974,1466,54,17,2036,119.76470588235294,143.3861628453099,20,11364,568.2,605.322360399812,0.85,0.17916226680746217,4.543133669429356,26.83186421833306,163.28256607055664,518.1,609.8636650924533,1.5444214805290835,common,1690185746_clear_class_10__type_null_url_0_normal.pcap
tcp,163.55358791351318,2120,2183286,13349.05597518605,1029.851886792453,648.2533766411315,1466,54,635,42084,66.2740157480315,85.84711113469677,1485,2141202,1441.8868686868686,173.13524227357902,0.4276094276094276,0.019654381043918322,0.07718432652832147,3.2989719450488386,151.79347395896912,534.6,599.2233640304758,0.96891845948136,common,1690185746_clear_class_10__type_null_url_0_normal.pcap
tcp,0.18370509147644043,21,6594,35894.48690291558,314.0,470.66255225505046,1466,54,11,1211,110.0909090909091,147.54996352265624,10,5383,538.3,587.5401347993173,1.1,0.22496749024707413,0.009185254573822021,0.014775095894392555,0.0596160888671875,534.6,599.2233640304758,1.5324194984468589,common,1690185746_clear_class_10__type_null_url_0_normal.pcap
tcp,27.030089139938354,48,25763,953.1230128994963,536.7291666666666,593.0165378379472,1466,54,20,5419,270.95,433.0931164310973,28,20344,726.5714285714286,618.3736404340611,0.7142857142857143,0.26636846244593,0.5751082795731565,2.762297126972047,16.587087154388428,719.3,596.0604080124765,1.9961045741236838,common,1690185746_clear_class_10__type_null_url_0_normal.pcap
tcp,162.75742316246033,53,30231,185.742680196062,570.3962264150944,599.9862683844615,1458,54,22,4187,190.3181818181818,239.40520734893198,31,26044,840.1290322580645,632.0643465576792,0.7096774193548387,0.16076639533097833,3.1299504454319296,22.260198234869147,162.09948205947876,423.5,544.2284906176817,1.9653038181340237,common,1690185746_clear_class_10__type_null_url_0_normal.pcap
tcp,0.10609292984008789,21,8244,77705.46079202491,392.57142857142856,507.7634968245384,1466,66,11,1867,169.72727272727272,204.00538803450127,10,6377,637.7,617.200461762627,1.1,0.292770895405363,0.005304646492004394,0.009248090416734418,0.041146039962768555,592.3,605.1948529192891,1.4012343792962176,common,1690185746_clear_class_10__type_null_url_0_normal.pcap
tcp,0.08054900169372559,26,12864,159704.027728528,494.7692307692308,568.9681150788077,1466,66,12,1960,163.33333333333334,202.69119917308254,14,10904,778.8571428571429,625.400312616174,0.8571428571428571,0.1797505502567865,0.0032219600677490232,0.005609656569401156,0.026312828063964844,592.3,605.1948529192891,1.9230166639655308,common,1690185746_clear_class_10__type_null_url_0_normal.pcap
tcp,0.044946908950805664,16,3170,70527.6530466102,198.125,217.73403357077643,647,66,8,1698,212.25,233.95979889716097,8,1472,184.0,199.19839356781972,1.0,1.153532608695652,0.002996460596720378,0.0032987564764437906,0.007818937301635742,222.6,227.47624051755383,1.4966407621868583,common,1690185746_clear_class_10__type_null_url_0_normal.pcap
tcp,0.06365013122558594,17,3859,60628.31176770249,227.0,305.77731228114743,1194,66,10,1849,184.9,214.9746264097231,7,2010,287.14285714285717,393.57534351177054,1.4285714285714286,0.9199004975124379,0.003978133201599121,0.005400872109967524,0.018702983856201172,222.1,226.5464411550091,1.2577148214953864,common,1690185746_clear_class_10__type_null_url_0_normal.pcap
tcp,0.08568906784057617,20,8010,93477.50187809886,400.5,514.8623602478627,1466,66,9,2173,241.44444444444446,329.0596403595863,11,5837,530.6363636363636,596.4413059178235,0.8181818181818182,0.37228028096624977,0.004509950938977693,0.005720210141089956,0.02002406120300293,592.4,605.1961995915044,1.578897902987479,common,1690185746_clear_class_10__type_null_url_0_normal.pcap
udp,4.019654035568237,5,6460,1607.1034827470628,1292.0,0.0,1292,1292,5,6460,1292.0,0.0,0,0,0.0,0.0,999.0,999.0,1.0049135088920593,0.5978273093512815,1.8755199909210205,1292.0,0.0,-0.0,common,1690185746_clear_class_10__type_null_url_0_normal.pcap
tcp,15.062495946884155,5,370,24.564321962625232,74.0,0.0,74,74,5,370,74.0,0.0,0,0,0.0,0.0,999.0,999.0,3.765623986721039,2.686030677203763,8.018718957901001,74.0,0.0,-0.0,common,1690185746_clear_class_10__type_null_url_0_normal.pcap
tcp,15.012053966522217,5,370,24.646860504573343,74.0,0.0,74,74,5,370,74.0,0.0,0,0,0.0,0.0,999.0,999.0,3.753013491630554,2.6885410788030497,8.014909029006958,74.0,0.0,-0.0,common,1690185746_clear_class_10__type_null_url_0_normal.pcap
tcp,75.64907789230347,11,1426,18.850196720574715,129.63636363636363,154.45639144918587,485,54,6,775,129.16666666666666,159.30099044122596,5,651,130.2,148.4323414893129,1.2,1.1904761904761905,7.564907789230347,22.478243095219202,74.9984769821167,137.2,160.04111971615293,0.8658566174572235,common,1690185746_clear_class_10__type_null_url_0_normal.pcap
tcp,61.974103927612305,8,460,7.422455039241784,57.5,6.7638746292343415,74,54,7,398,56.857142857142854,6.998542122237651,1,62,62.0,0.0,7.0,6.419354838709677,8.853443418230329,20.893136164018905,60.02564883232117,57.5,6.7638746292343415,1.061278124459133,common,1690185746_clear_class_10__type_null_url_0_normal.pcap
tcp,1.0827159881591797,173,141671,130847.79531229356,818.9075144508671,681.8116402890951,1466,54,71,5839,82.2394366197183,124.27349040154948,102,135832,1331.686274509804,370.15012800563943,0.696078431372549,0.042986925025030924,0.006294860396274301,0.03284179841619454,0.40496087074279785,449.6,550.8916771925312,1.3434933852886726,common,1690185746_clear_class_10__type_null_url_0_normal.pcap
tcp,91.20414590835571,154,114379,1254.098691028048,742.7207792207793,665.4982070555848,1466,54,71,9046,127.40845070422536,183.00847186306987,83,105333,1269.0722891566265,438.3804196866453,0.8554216867469879,0.08588001860765382,0.5961055288127824,7.248216593522646,89.9550609588623,446.3,549.8330746690308,1.6928502093937827,common,1690185746_clear_class_10__type_null_url_0_normal.pcap
tcp,91.2062840461731,67,47082,516.2144307530913,702.7164179104477,667.091163990152,1466,54,28,3307,118.10714285714286,173.19875850877105,39,43775,1122.4358974358975,566.9499048494584,0.717948717948718,0.07554540262707024,1.3819133946389863,10.991785521265507,89.99717497825623,446.3,549.8330746690308,1.6341352958044961,common,1690185746_clear_class_10__type_null_url_0_normal.pcap
tcp,60.17529892921448,16,1660,27.586069858210333,103.75,126.79437093183593,572,54,8,1033,129.125,168.19589583280563,8,627,78.375,50.75415623375095,1.0,1.6475279106858054,4.011686595280965,14.942875670305545,59.92276906967163,132.4,153.36896687400616,0.6685644431995964,common,1690185746_clear_class_10__type_null_url_0_normal.pcap
tcp,60.13524103164673,16,1660,27.604445771264302,103.75,126.79437093183593,572,54,8,1033,129.125,168.19589583280563,8,627,78.375,50.75415623375095,1.0,1.6475279106858054,4.0090160687764484,14.946804365147587,59.93480086326599,132.4,153.36896687400616,0.6685644431995964,common,1690185746_clear_class_10__type_null_url_0_normal.pcap
tcp,88.5937979221344,41,15085,170.27151283499882,367.9268292682927,501.19697652738324,1466,54,22,3273,148.77272727272728,219.9138120053941,19,11812,621.6842105263158,605.0262328050508,1.1578947368421053,0.2770910938029123,2.21484494805336,11.803592307993634,74.92655086517334,449.6,550.8916771925312,1.675345521832396,common,1690185746_clear_class_10__type_null_url_0_normal.pcap
tcp,88.5861930847168,35,13531,152.74389302472935,386.6,519.4539000582383,1466,54,19,2447,128.78947368421052,194.16937233342074,16,11084,692.75,610.5988351610246,1.1875,0.22076867556838686,2.605476267197553,12.765982084069218,74.9413731098175,449.6,550.8916771925312,1.690078499330368,common,1690185746_clear_class_10__type_null_url_0_normal.pcap
udp,58.255774974823,4,545,9.355295680737889,136.25,78.17088652433206,265,67,2,148,74.0,7.0,2,397,198.5,66.5,1.0,0.37279596977329976,19.418591658274334,27.440695530755896,58.225594997406006,136.25,78.17088652433206,1.5,common,1690185746_clear_class_10__type_null_url_0_normal.pcap
tcp,95.80096006393433,707,678705,7084.532342338273,959.978783592645,669.0348012777264,1466,54,244,14972,61.36065573770492,53.247422099344355,463,663733,1433.548596112311,179.37337927767726,0.5269978401727862,0.022557263236873862,0.13569541085543105,3.377574317677563,89.68751692771912,446.3,549.8330746690308,1.1194991287806213,common,1690185746_clear_class_10__type_null_url_0_normal.pcap
tcp,1.0286979675292969,20,7461,7252.857724526916,373.05,442.6098140574834,1466,66,8,1133,141.625,168.81938388407892,12,6328,527.3333333333334,497.99336229400575,0.6666666666666666,0.1790455120101138,0.054141998291015625,0.12081946468802285,0.5030190944671631,471.7,554.2046643614613,1.8709505944546687,common,1690185746_clear_class_10__type_null_url_0_normal.pcap
tcp,1.018315076828003,20,7461,7326.808931515201,373.05,442.6098140574834,1466,66,8,1133,141.625,168.81938388407892,12,6328,527.3333333333334,497.99336229400575,0.6666666666666666,0.1790455120101138,0.05359553035936857,0.12021809934407983,0.5006160736083984,471.7,554.2046643614613,1.8709505944546687,common,1690185746_clear_class_10__type_null_url_0_normal.pcap
tcp,61.286656856536865,155,128346,2094.191567675804,828.0387096774193,670.140812202167,1466,66,59,5970,101.1864406779661,89.32960762924931,96,122376,1274.75,442.65428101397595,0.6145833333333334,0.048784075308884095,0.3979653042632264,4.816097696778869,59.96724200248718,471.7,554.2046643614613,1.5115537335947662,common,1690185746_clear_class_10__type_null_url_0_normal.pcap
tcp,2.005082130432129,20,8129,4054.198018436314,406.45,445.4960690062259,1466,66,8,1133,141.625,168.81938388407892,12,6996,583.0,483.58367080234075,0.6666666666666666,0.1619496855345912,0.10553063844379626,0.2417393843950567,0.997981071472168,471.7,554.2046643614613,1.9814963295286754,common,1690185746_clear_class_10__type_null_url_0_normal.pcap
tcp,1.007972002029419,19,7395,7336.513301074971,389.2105263157895,450.520118009509,1466,66,8,1133,141.625,168.81938388407892,11,6262,569.2727272727273,502.8432054390298,0.7272727272727273,0.18093260938997124,0.05599844455718994,0.12249832506728521,0.4990718364715576,471.7,554.2046643614613,1.929309207916729,common,1690185746_clear_class_10__type_null_url_0_normal.pcap
tcp,2.00178599357605,20,8129,4060.8736528714107,406.45,445.4960690062259,1466,66,8,1133,141.625,168.81938388407892,12,6996,583.0,483.58367080234075,0.6666666666666666,0.1619496855345912,0.1053571575566342,0.24094328327767334,0.9952847957611084,471.7,554.2046643614613,1.9814963295286754,common,1690185746_clear_class_10__type_null_url_0_normal.pcap
tcp,95.77142310142517,103,79213,827.1047608440647,769.0582524271845,688.82222297127,1466,54,45,3708,82.4,121.10113312617868,58,75505,1301.8103448275863,426.1246562352444,0.7758620689655172,0.049109330507913385,0.9389355206022075,8.86636929721321,89.91076111793518,446.3,549.8330746690308,1.324646065791454,common,1690185746_clear_class_10__type_null_url_0_normal.pcap
tcp,27.49308490753174,50,26550,965.6973776968412,531.0,598.5498475482221,1466,54,24,5710,237.91666666666666,406.98381588079013,26,20840,801.5384615384615,619.3458230429185,0.9230769230769231,0.2739923224568138,0.5610833654598314,2.8029169054806733,17.35583996772766,719.3,596.0604080124765,2.0155647272789916,common,1690185746_clear_class_10__type_null_url_0_normal.pcap
udp,4.028537034988403,5,6460,1603.5597895449398,1292.0,0.0,1292,1292,5,6460,1292.0,0.0,0,0,0.0,0.0,999.0,999.0,1.0071342587471008,0.6114616788163701,1.8953509330749512,1292.0,0.0,-0.0,common,1690185746_clear_class_10__type_null_url_0_normal.pcap
tcp,15.06308889389038,5,370,24.56335500682551,74.0,0.0,74,74,5,370,74.0,0.0,0,0,0.0,0.0,999.0,999.0,3.765772223472595,2.686507296911378,8.023177862167358,74.0,0.0,-0.0,common,1690185746_clear_class_10__type_null_url_0_normal.pcap
tcp,15.062895059585571,5,370,24.56367109618434,74.0,0.0,74,74,5,370,74.0,0.0,0,0,0.0,0.0,999.0,999.0,3.765723764896393,2.6865293007007343,8.02317500114441,74.0,0.0,-0.0,common,1690185746_clear_class_10__type_null_url_0_normal.pcap
tcp,15.040478944778442,5,370,24.600280440434496,74.0,0.0,74,74,5,370,74.0,0.0,0,0,0.0,0.0,999.0,999.0,3.7601197361946106,2.6910827486502282,8.0279860496521,74.0,0.0,-0.0,common,1690185746_clear_class_10__type_null_url_0_normal.pcap
tcp,15.040036916732788,5,370,24.60100344490223,74.0,0.0,74,74,5,370,74.0,0.0,0,0,0.0,0.0,999.0,999.0,3.760009229183197,2.691140795613309,8.02790904045105,74.0,0.0,-0.0,common,1690185746_clear_class_10__type_null_url_0_normal.pcap
tcp,94.98701286315918,56,48606,511.7120597320299,867.9642857142857,662.7789699516757,1466,54,18,2247,124.83333333333333,182.88589338710628,38,46359,1219.9736842105262,495.9948793688407,0.47368421052631576,0.0484695528376367,1.727036597511985,12.025604483057961,89.9717149734497,446.3,549.8330746690308,1.563689211950411,common,1690185746_clear_class_10__type_null_url_0_normal.pcap
tcp,94.98669409751892,77,53935,567.8163716765125,700.4545454545455,672.3483664410602,1466,54,36,3236,89.88888888888889,134.64083452276893,41,50699,1236.560975609756,467.2479390279613,0.8780487804878049,0.06382768890905147,1.2498249223357754,10.258946180849946,89.96912503242493,446.3,549.8330746690308,1.5372263716946453,common,1690185746_clear_class_10__type_null_url_0_normal.pcap
